photo,lien,titre,mots_cles
36170133,https://www.pexels.com/photo/36170133/,Macro close-up of the spiral petals of a deep red rose,"red rose, rose petals, rose heart, spiral, velvet petals, rose, flower, macro, close-up, love, romance, valentine's day, tenderness, passion, inspiration, red, background, wallpaper, nature, vertical"
36117556,https://www.pexels.com/photo/36117556/,"Cappuccino in a blue cup, filter coffee carafe and almond cake slice","cappuccino, latte art, blue cup, saucer, filter coffee, pour over, v60, glass carafe, almond cake, cake slice, pastry, wooden table, brunch, coffee break, coffee, dessert, drink, food, brown, vertical"
36117555,https://www.pexels.com/photo/36117555/,Abstract motion blur of red fabric and bright light leaks,"motion blur, light leak, abstract, red fabric, light trails, camera movement, intentional camera movement, overexposure, swirl, dynamic, energy, movement, effect, background, wallpaper, texture, red, white, pink, experimental photography"
35765784,https://www.pexels.com/photo/35765784/,Creamy soup in a white textured bowl garnished with chervil and petals,"creamy soup, velouté, white bowl, textured ceramic, chervil, edible flowers, cornflower petals, garnish, ceramics, bowl, starter, fine dining, gastronomy, french cuisine, restaurant, food, meal, france, close-up, food photography"
35765783,https://www.pexels.com/photo/35765783/,"Sliced roast poultry breast with creamy sauce, chervil and cornflower petals","roast poultry, chicken breast, supreme, cream sauce, chervil, cornflower petals, edible flowers, ceramic plate, plating, fine dining, gastronomy, french cuisine, restaurant, main course, dish, food, meal, france, food photography, vertical"
35760712,https://www.pexels.com/photo/35760712/,Glass of iced coffee with a large ice cube beside a carafe,"iced coffee, cold brew, ice cube, tumbler glass, glass carafe, ice cube tray, steel pitcher, wooden table, kitchen, coffee, drink, cold drink, refreshment, summer, home, interior, brown, transparent, still life, vertical"
35375614,https://www.pexels.com/photo/35375614/,Red Christmas bauble and glowing pink light on a dark fir tree,"red bauble, christmas bauble, snowflake pattern, pink light, fairy lights, fir branches, christmas tree, christmas decorations, ornament, christmas, christmas party, holiday, night, dark background, low key, glow, red, pink, close-up, festive"
35375606,https://www.pexels.com/photo/35375606/,Black and white hanging lantern lighting a dark empty corridor,"hanging lantern, lamp, corridor, doorway, wooden ceiling, bare wall, darkness, shadows, light and shadow, brutalist, minimalism, solitude, unease, night, interior, architecture, mood, contrast, monochrome, black and white"
35363738,https://www.pexels.com/photo/35363738/,Small Christmas tree with fairy lights and golden bow in a corner,"small christmas tree, christmas tree, fairy lights, gold bow, baubles, reindeer ornament, tinsel, shadow, living room, christmas decorations, christmas, holiday, family, home, cozy, interior, night, vertical, red, gold"
35363737,https://www.pexels.com/photo/35363737/,Decorated Christmas tree with wrapped presents in a cozy living room,"christmas tree, christmas presents, wrapped gifts, gift wrap, gold ribbon, gold bow, teddy bear, fur rug, living room, christmas decorations, christmas, christmas eve, holiday, family, home, cozy, interior, celebration, red, gold"
35168744,https://www.pexels.com/photo/35168744/,Close-up portrait of a tabby cat with intense green eyes,"tabby cat, green eyes, cat portrait, whiskers, pink nose, stripes, fur, gaze, intense, cat, feline, pet, domestic cat, animal, close-up, portrait, grey, brown, cute, animal photography"
35145727,https://www.pexels.com/photo/35145727/,Autumn ferns turning orange and yellow among green undergrowth,"ferns, bracken, autumn ferns, fronds, undergrowth, foliage, leaves, brambles, plants, forest, nature, autumn, fall colors, orange, yellow, green, texture, background, wallpaper, outdoors"
35145726,https://www.pexels.com/photo/35145726/,Single rock in clear shallow water on a pebbly lakeshore,"rock, shallow water, clear water, pebbles, lakeshore, reflection, reeds, stones, water, lake, nature, minimalism, calm, relaxation, zen, texture, brown, beige, background, outdoors"
35145725,https://www.pexels.com/photo/35145725/,Fallen dead tree lying in green algae water beside bramble bushes,"fallen tree, dead wood, bare branches, green algae, brambles, blackberries, lakeshore, water, vegetation, leaves, plants, nature, lake, tranquility, autumn, green, white, high key, background, outdoors"
35140747,https://www.pexels.com/photo/35140747/,Ripe dark blue plums hanging on a leafy plum tree branch,"plums, ripe plums, plum tree, damsons, fruit tree, branch, leaves, fruit, harvest, orchard, agriculture, terroir, tradition, nature, late summer, autumn, dark blue, green, close-up, background"
35140746,https://www.pexels.com/photo/35140746/,Calm lake framed by overhanging tree branches and green foliage,"lake, calm water, natural frame, tree branches, foliage, wooded shore, lakeshore, leaves, trees, forest, water, nature, landscape, tranquility, summer, green, grey, outdoors, france, frame"
35136160,https://www.pexels.com/photo/35136160/,Wild meadow with white daisies and wild carrot flowers among grasses,"daisies, wild carrot, queen anne's lace, white flowers, wildflowers, meadow, flower field, tall grass, umbels, flower buds, flowers, nature, summer, countryside, biodiversity, green, white, yellow, background, wallpaper"
35136159,https://www.pexels.com/photo/35136159/,Backlit silhouette of a man seen from behind facing a leaded window,"man from behind, silhouette, backlit, leaded window, diamond pattern, bright light, stone wall, old stone building, jacket, man, person, mystery, contemplation, solitude, light, window, interior, portrait, mood, people"
35119805,https://www.pexels.com/photo/35119805/,Close-up of an old black cannon barrel on a wooden carriage wheel,"cannon, cannon barrel, cast iron, muzzle, wooden wheel, gun carriage, artillery, weapon, medieval, history, heritage, military, detail, close-up, black, green background, bokeh, metal, old, france"
35119804,https://www.pexels.com/photo/35119804/,Spikes of tiny white flowers on aromatic herb plants with soft bokeh,"white flowers, tiny flowers, flower spikes, aromatic herb, herb garden, flowering plants, green leaves, bokeh, shallow depth of field, soft focus, plants, flowers, garden, nature, summer, white, green, background, wallpaper, harmony"
35119803,https://www.pexels.com/photo/35119803/,Old stone well with wrought iron pulley frame against a rubble wall,"stone well, wrought iron, pulley, iron frame, stone steps, rubble wall, cobblestones, lawn, moss, courtyard, medieval architecture, heritage, history, old, stone, garden, rustic, france, europe, vertical"
35104311,https://www.pexels.com/photo/35104311/,Close-up of a haltered camel's head beside a colorful woven blanket,"camel, dromedary, camel head, leather halter, woven blanket, colorful fabric, geometric patterns, sequins, fur, eye, nativity scene, christmas, animal, close-up, portrait, red, brown, texture, tradition, travel"
35104310,https://www.pexels.com/photo/35104310/,Vertical view of Fougères Castle walls above a stream and wildflowers,"fougères castle, ramparts, turret, machicolations, brook, nançon river, purple wildflowers, grassy bank, fortress, castle, medieval, fougères, brittany, france, europe, heritage, history, stone wall, vertical, travel"
35104309,https://www.pexels.com/photo/35104309/,Pink valerian flowers above water rushing down stone steps of a weir,"red valerian, pink flowers, weir, stone steps, rushing water, fish ladder, rocks, wildflowers, canal, water, stone, flowers, garden, biodiversity, nature, sunlight, summer, france, texture, background"
35104308,https://www.pexels.com/photo/35104308/,Gothic stone church with slate bell tower among trees and hedges,"gothic church, bell tower, slate roof, pinnacles, pointed arch windows, rose window, cross, pink stone, hedge, trees, church, religious architecture, landmark, heritage, france, europe, cloudy sky, summer, travel, architecture"
35104307,https://www.pexels.com/photo/35104307/,Medieval ramparts and corner turret of Fougères Castle above a grassy slope,"fougères castle, ramparts, turret, machicolations, curtain wall, grassy slope, rocky hillside, pink wildflowers, fortress, castle, medieval, fougères, brittany, france, europe, heritage, history, stone wall, blue sky, sunlight, travel"
35104306,https://www.pexels.com/photo/35104306/,Church with bell turret and slender spire behind flowering shrubs,"church, bell turret, spire, bell tower, cross, weather vane, slate roof, brick wall, flowering shrubs, garden, blue sky, white clouds, religious architecture, landmark, heritage, sunny day, summer, journeys"
35086241,https://www.pexels.com/photo/35086241/,Red and white scallop shell half buried in sand,"scallop shell, scallop, red and white, ribbed shell, sand, beach, seashell, top view, close-up, texture, pattern, seaside, sunlight, getaway, summer, coast, nature"
35086240,https://www.pexels.com/photo/35086240/,Common pheasant walking in grass beneath stacked yellow kayaks,"common pheasant, male pheasant, red wattle, iridescent plumage, yellow kayaks, stacked boats, grass, bird, wild bird, wildlife, unexpected encounter, geometry, yellow, orange, faded, wild, instinct, animal, nature"
35070415,https://www.pexels.com/photo/35070415/,Rose of Sharon shrub covered in pink blooms and round buds,"rose of sharon, flowering shrub, pink blooms, round buds, lush foliage, garden, horticulture, landscaping, sunlight, shallow depth of field, pink, purple, green, summer, joy, flowers, background, nature"
35070410,https://www.pexels.com/photo/35070410/,Red and white Hot Lips salvia flowers with a bee in flight,"hot lips salvia, salvia microphylla, red and white flowers, bicolor flowers, bee, pollinator, branches, garden, shrub, shallow depth of field, bokeh, dark background, red, white, green, summer, flowers, background, nature"
35070409,https://www.pexels.com/photo/35070409/,White sweet alyssum flowers mingled with hare's-tail grass,"sweet alyssum, white flowers, tiny flowers, hare's-tail grass, wild grasses, flower carpet, ground cover, garden, meadow, shallow depth of field, full frame, background, white, green, freedom, summer, life, flowers, nature"
35070408,https://www.pexels.com/photo/35070408/,Single pink rose of Sharon flower opening beside green buds,"rose of sharon, single flower, pink petals, opening bloom, flower buds, shrub, garden, horticulture, dark background, close-up, shallow depth of field, pink, purple, green, summer, floraison, flowers, nature"
35070407,https://www.pexels.com/photo/35070407/,Pink rose of Sharon blooms and green buds in a sunlit garden,"rose of sharon, pink flowers, flower buds, shrub, blooming, garden, horticulture, sunlight, shallow depth of field, bokeh, purple, pink, green, summer, joy, background, flowers, nature"
35048476,https://www.pexels.com/photo/35048476/,Granite boulder and hare's-tail grass with blurred walkers behind,"granite boulder, hare's-tail grass, wild grasses, blurred walkers, hikers, backpack, family, together, country walk, bokeh, shallow depth of field, meadow, stone, ancient, authentic, sunny afternoon, summer, green, nature"
35048475,https://www.pexels.com/photo/35048475/,Granite boulder among fluffy hare's-tail grass in soft sunlight,"granite boulder, hare's-tail grass, fluffy seed heads, wild grasses, meadow, soft sunlight, bokeh, shallow depth of field, close-up, stone, ancient, authentic, country walk, sunny afternoon, summer, green, nature, background"
35048474,https://www.pexels.com/photo/35048474/,Granite stone chapel with rose window and bell gable on a hillside,"chapel, granite, rose window, bell gable, slate roof, gothic door, stone house, chimney, dry grass, hedges, religious architecture, heritage, ancient, authentic, countryside, country walk, sunny afternoon, church"
35039650,https://www.pexels.com/photo/35039650/,Illuminated Christmas tree and string lights at a night Christmas market,"christmas tree, illuminated tree, string lights, light canopy, christmas market, market stalls, passers-by, street lights, night, festive season, christmas, holiday lights, magic, party, tradition, winter, city, bokeh, warm light, green"
35027338,https://www.pexels.com/photo/35027338/,Pond reflecting bare trees and sky through ivy-covered trunks,"pond, water reflection, bare trees, ivy-covered trunks, riverbank, shrubs, grass, watercourse, shore, film look, kodak movie film, faded colors, pastel, late autumn, winter, landscape, background, tranquility, nature"
35027337,https://www.pexels.com/photo/35027337/,Autumn woodland path strewn with red leaves under an arching trunk,"woodland path, fallen leaves, red leaves, arching trunk, ivy, mossy trees, autumn colors, forest, trees, film look, kodak movie film, verdant, shade of green, orange, autumn, walk, background, nature"
35024042,https://www.pexels.com/photo/35024042/,White shell resting on bladder wrack seaweed and granite rock,"white shell, bladder wrack, seaweed, brown algae, granite rock, foreshore, low tide, seashell, beach, close-up, texture, olive green, coast, marine life, summer, seaside, symbol, nature"
35024041,https://www.pexels.com/photo/35024041/,Young white poplar sapling growing beside a granite boulder,"white poplar, sapling, silver leaves, granite boulder, grass, meadow, growth, youth, new life, tree, stone, green, summer, shallow depth of field, vertical, botany, nature"
35024040,https://www.pexels.com/photo/35024040/,Scattered white cumulus clouds across a deep blue sky,"cumulus clouds, white clouds, deep blue sky, fair weather, cloudscape, sky, sky background, sky replacement, background, copy space, blue, nuances, soothing, summer, weather, atmosphere, nature"
35024038,https://www.pexels.com/photo/35024038/,Towering white poplar tree reaching into a partly cloudy sky,"white poplar, tall tree, tree canopy, branches, foliage, ivy, low angle view, blue sky, clouds, majestic, imposing, strength, tree, green, summer, vertical, nature"
35024036,https://www.pexels.com/photo/35024036/,Silvery white poplar foliage showing pale leaf undersides,"white poplar, silver leaves, leaf undersides, foliage, branches, dense vegetation, shrubs, tree, green and white, contrast, texture, pattern, full frame, background, botany, green, white, nature"
35015316,https://www.pexels.com/photo/35015316/,Hairy fly feeding on yellow fennel flowers against a soft background,"hairy fly, tachinid fly, fennel flowers, umbel, yellow flowers, pollinator, insect, macro, close-up, soft focus, bokeh, pastel background, copy space, yellow, summer, joy, positive, life, nature"
35015315,https://www.pexels.com/photo/35015315/,Metallic green rose chafer beetle crawling through grass,"rose chafer, beetle, metallic green, iridescent, insect, beautiful insect, grass, lawn, macro, close-up, shallow depth of field, wildlife, green, life, freedom, summer, nature"
35015312,https://www.pexels.com/photo/35015312/,Common wall lizard basking on grey granite rock,"wall lizard, lizard, reptile, basking, scales, long tail, granite rock, lichen, camouflage, grey, tone on tone, low key, wildlife, close-up, animal, nature, texture, stone"
34978560,https://www.pexels.com/photo/34978560/,House entrance lit by a single lamp on a foggy night,"house entrance, porch light, wooden door, fog, night, glowing light, front lawn, mailbox, suburban house, quiet street, mysterious, eerie atmosphere, haze, dark, low light, cinematic, welcoming, vertical, home"
34967548,https://www.pexels.com/photo/34967548/,Windswept grassy heath below a lone house under blue sky in Chausey,"grassy heath, tall grass, bracken, lone house, hilltop, blue sky, white clouds, wind, chausey islands, normandy, france, landscape, island, no neighbors, freedom, holiday, relaxation, wilderness, summer, nature"
34967545,https://www.pexels.com/photo/34967545/,Low tide flats below a stone house and arch in Chausey,"low tide, tidal flats, tidal pools, seagrass, mooring lines, granite boulders, stone arch, stone house, hillside, chausey islands, english channel, normandy, france, seascape, coast, island life, no cars, tranquility, holiday, nature"
34956320,https://www.pexels.com/photo/34956320/,Stack of blue and turquoise lobster pots beside a fisherman's cottage,"lobster pots, stacked pots, turquoise netting, blue netting, rope, fisherman's cottage, fishing gear, artisanal fishing, fishing tradition, bokeh, shallow depth of field, pastel colors, summer, work, still life, coastal life, turquoise, texture, detail"
34956319,https://www.pexels.com/photo/34956319/,Close-up of a black fishing pot and nets with yellow wildflowers,"lobster pot, fishing net, rope, yellow wildflowers, rusty metal, mesh, fishing gear, artisanal fishing, fishing tradition, close-up, shallow depth of field, texture, summer, work, still life, coastal life, green, blue, detail"
34939460,https://www.pexels.com/photo/34939460/,White daymark tower with black cap on a grassy Chausey islet,"daymark, white tower, black conical roof, grassy hill, lichen-covered rocks, seabirds, grey sky, chausey islands, english channel, normandy, france, navigation aid, maritime heritage, minimalist, simple, soothing, far away, coast, island, nature"
34939457,https://www.pexels.com/photo/34939457/,Waves splashing against a mossy granite rock in turquoise sea at Chausey,"splashing waves, sea spray, foam, granite rock, green algae, turquoise water, ripples, chausey islands, english channel, normandy, france, ocean, seascape, coast, peace, relaxation, water, stone, nature"
34939456,https://www.pexels.com/photo/34939456/,Lichen-covered layered granite rocks rising above the sea at Chausey,"granite rocks, layered rock, orange lichen, rock formation, islet, sea, turquoise water, grey sky, chausey islands, english channel, normandy, france, geology, texture, seascape, coast, color grading, exploration, nature, stone"
34939450,https://www.pexels.com/photo/34939450/,Chausey lighthouse on its wooded hill seen from the sea,"chausey lighthouse, wooded hill, rocky shore, stone buildings, choppy sea, view from the sea, lighthouse, grande-île, chausey islands, english channel, normandy, france, haze, moody sky, blue tones, remote island, seascape, coast, travel"
34930397,https://www.pexels.com/photo/34930397/,Black and white close-up of a French bulldog sleeping on the floor,"french bulldog, sleeping dog, wrinkled face, bat ears, paw, dog, pet, rest, nap, faithful companion, close-up, low key, dark background, black and white, monochrome, animal, indoor, calm, cute"
34930395,https://www.pexels.com/photo/34930395/,Black and white photographer in a cap shooting with a telephoto lens,"photographer, telephoto lens, zoom lens, camera, cap, hooded jacket, profile, silhouette, two people, wildlife photography, exploration, man, black and white, monochrome, high key, white background, outdoor, hobby, portrait"
34908872,https://www.pexels.com/photo/34908872/,Cormorant colony on granite rocks facing an island in Chausey,"cormorant colony, granite rocks, seabirds, stone ruin, island, choppy sea, blue hour, cloudy sky, chausey islands, english channel, normandy, france, seascape, wildlife, birds, coast, blue, nature, isolated place"
34908869,https://www.pexels.com/photo/34908869/,Black and white cormorants on rocks as a ferry passes near Chausey,"cormorants, granite rocks, ferry, passenger ship, breaking waves, misty horizon, seabirds, chausey islands, english channel, normandy, france, black and white, monochrome, faded, seascape, voyage, maritime transport, coast, island, nature"
34908868,https://www.pexels.com/photo/34908868/,Dark granite rocks with perched cormorants in the choppy sea at Chausey,"granite rocks, cormorants, perched birds, rocky islet, choppy sea, waves, seabirds, chausey islands, english channel, normandy, france, seascape, grey sky, blue sea, wildlife, coast, island, nature, stone"
34894968,https://www.pexels.com/photo/34894968/,Black and white view of moored sailboats among rocky islets in Chausey,"moored sailboats, anchorage, rocky islets, motorboats, pine branches, archipelago, chausey islands, english channel, normandy, france, black and white, monochrome, seascape, calm sea, boats, sailing, isolated place, travel, coast, nature"
34894967,https://www.pexels.com/photo/34894967/,Green heathland and grassy paths of Grande-Île in the Chausey Islands,"heathland, grassy paths, shrubs, wild vegetation, sea on the horizon, grande-île, chausey islands, island, overcast sky, green, muted tones, isolated place, wilderness, landscape, normandy, france, nature, tranquility, panoramic, travel"
34894965,https://www.pexels.com/photo/34894965/,Blue-hulled sailboat with crew in red jackets sailing on calm grey sea,"sailboat, blue hull, white sail, mainsail, crew, life jackets, sailing, french flag, calm sea, grey water, high angle view, boat, yachting, sea, leisure, summer, nautical, vertical, travel, france"
34894959,https://www.pexels.com/photo/34894959/,"Granite lighthouse with green lantern behind trees in the Chausey Islands, France","chausey lighthouse, green lantern, granite tower, lighthouse, lighthouse keeper house, foliage, grey sky, overcast, island, chausey islands, granville, normandy, france, maritime heritage, coastal architecture, navigation aid, vertical, travel, tourism"
34876057,https://www.pexels.com/photo/34876057/,Colorful stained glass window depicting the Archangel Saint Michael,"stained glass window, archangel michael, saint michael, archangel, angel, halo, spear, dragon, religious art, christianity, church, faith, religion, colorful, glass, vertical, green, blue, red, heritage"
34876056,https://www.pexels.com/photo/34876056/,Orange daylilies in a rock garden with shrubs and stone path,"orange daylilies, daylily, rock garden, garden path, rocks, boxwood, shrubs, grass, flowers, garden, horticulture, gardening, landscaping, sunlight, selective focus, nature, summer, green, orange, grey"
34876055,https://www.pexels.com/photo/34876055/,Round grisaille windows and a dark column silhouette in a church,"round window, oculus, grisaille glass, stained glass windows, lead pattern, column, silhouette, shadow, church interior, church, dark, low key, contrast, backlight, ancient, religion, architecture, heritage, black, background"
34876054,https://www.pexels.com/photo/34876054/,Looking up between old stone walls with ivy and a hanging lantern,"stone walls, narrow passage, low angle view, looking up, hanging lantern, wrought iron bracket, ivy, vegetation, granite, old building, medieval, ancient, sky, clouds, architecture, heritage, france, perspective, blue, dark"
34876053,https://www.pexels.com/photo/34876053/,Abstract blurred silhouettes of two figures in warm dim light,"blurred silhouettes, figures, out of focus, abstract, dim light, low light, warm light, mysterious, dreamy, impressionistic, mood, night, colorful, dark, orange, teal, black, texture, wallpaper, background"
34849713,https://www.pexels.com/photo/34849713/,Minimal close-up of curved lead lines on white stained glass,"stained glass, lead lines, curves, close-up, minimalist, geometric pattern, repetitive pattern, diffused light, soft focus, church window, glass, abstract, high key, negative space, white, grey green, texture, copy space, wallpaper, background"
34849712,https://www.pexels.com/photo/34849712/,Interwoven white stained glass pattern with a red side strip,"stained glass, interwoven pattern, red strip, lead came, geometric pattern, repetitive pattern, diffused light, soft focus, church window, glass, abstract, dreamy, pastel colors, white, mint green, red, vertical, texture, wallpaper, background"
34849711,https://www.pexels.com/photo/34849711/,Soft-focus stained glass with circular arcs framed by red strips,"stained glass, circular arcs, symmetry, red strips, diffused light, soft focus, blurred, geometric pattern, repetitive pattern, church window, glass, abstract, dreamy, pastel colors, white, red, vertical, texture, wallpaper, background"
34849710,https://www.pexels.com/photo/34849710/,Blurred white stained glass with interlaced curves and red edges,"stained glass, interlaced curves, blurred, diffused light, red border, repetitive pattern, geometric pattern, church window, glass, abstract, dreamy, soft focus, pastel colors, white, mint green, red, vertical, texture, wallpaper, background"
34849709,https://www.pexels.com/photo/34849709/,Flamboyant Gothic choir vault and windows in Mont-Saint-Michel Abbey church,"gothic choir, flamboyant gothic, rib vault, keystone, tall windows, tracery, triforium, light, low angle view, abbey church, mont-saint-michel abbey, mont-saint-michel, normandy, france, unesco world heritage, gothic architecture, interior, medieval, heritage, religion"
34849708,https://www.pexels.com/photo/34849708/,Pastel geometric stained glass window with a lead grid,"stained glass window, geometric pattern, pastel colors, lead came, repetitive pattern, mosaic, hexagons, glass, backlight, church window, contemporary stained glass, abstract, texture, full frame, pink, green, yellow, soft colors, wallpaper, background"
34849707,https://www.pexels.com/photo/34849707/,Cloister arcade and Gothic choir windows of Mont-Saint-Michel Abbey,"cloister, colonnade, gothic choir, tracery windows, pinnacles, slate roof, columns, mont-saint-michel abbey, mont-saint-michel, normandy, france, unesco world heritage, gothic architecture, medieval, monumental, heritage, religion, vertical, muted tones, grey"
34849706,https://www.pexels.com/photo/34849706/,Romanesque nave walls and arcades in Mont-Saint-Michel Abbey church,"abbey church, romanesque nave, pillar, arcades, triforium, arched windows, wooden vault, stonework, mont-saint-michel abbey, mont-saint-michel, normandy, france, unesco world heritage, interior, low angle view, medieval, architecture, heritage, religion, pink granite"
34849704,https://www.pexels.com/photo/34849704/,Light through the Romanesque windows of Mont-Saint-Michel Abbey church,"abbey church, romanesque nave, arched windows, columns, capitals, arcades, wooden vault, light rays, stonework, mont-saint-michel abbey, mont-saint-michel, normandy, france, unesco world heritage, interior, medieval, architecture, heritage, religion, pink granite"
34828679,https://www.pexels.com/photo/34828679/,Two rock pigeons facing the camera with one in sharp focus,"rock pigeons, pigeon, two birds, red eyes, iridescent feathers, bird portrait, face to face, selective focus, foreground focus, bokeh, funny, curious, birds, urban birds, wildlife, animals, close-up, nature, purple, grey"
34828675,https://www.pexels.com/photo/34828675/,Crenellated stone ramparts and stairs of Mont-Saint-Michel,"ramparts, machicolations, battlements, fortification, stone wall, stone stairs, medieval, mont-saint-michel, normandy, france, unesco world heritage, granite, old houses, architecture, heritage, history, travel, tourism, beige, grey"
34762347,https://www.pexels.com/photo/34762347/,Close-up of a lichen-covered stone ridge with green bokeh,"lichen, stone, rock texture, weathered stone, moss, close-up, macro, selective focus, shallow depth of field, bokeh, diagonal, texture, detail, nature, grey, green, natural background, copy space, minimalist, background"
34762323,https://www.pexels.com/photo/34762323/,Three pigeons perched on a mossy rock among beach pebbles,"pigeons, three birds, perched, mossy rock, green algae, pebbles, stones, wet sand, low tide, beach, seashore, birds, wildlife, animals, rest, nature, coast, green, beige, grey"
34762322,https://www.pexels.com/photo/34762322/,Pigeons landing on a mossy rock on a pebble beach,"pigeons, pigeon landing, wings, mossy rock, green algae, pebbles, stones, wet sand, low tide, beach, seashore, birds, wildlife, animals, urban birds, nature, coast, green, beige, grey"
34762321,https://www.pexels.com/photo/34762321/,Vertical view of a lone walker and a gull on tidal flats,"tidal flats, low tide, lone walker, seagull, walking, barefoot, sandbanks, shallow water, shimmering water, layers, solitude, minimalist, negative space, seashore, coast, sea, vertical, high key, silver, white"
34762320,https://www.pexels.com/photo/34762320/,Lone person walking barefoot across shimmering tidal flats,"tidal flats, low tide, lone person, walking, barefoot, sandbanks, shallow water, shimmering water, solitude, minimalist, negative space, seashore, coast, sea, beach, summer, high key, silver, white, blue"
34762319,https://www.pexels.com/photo/34762319/,French tricolour flag waving against an overcast grey sky,"french flag, tricolour, flag, flagpole, waving flag, frayed fabric, wind, overcast sky, france, national symbol, patriotism, republic, national holiday, blue, white, red, grey, sky, copy space, background"
34500329,https://www.pexels.com/photo/34500329/,Woman in a straw hat and scarf leaning on a stone parapet,"woman, straw hat, scarf, from behind, white jacket, stone parapet, elegant, fashion, summer style, tourist, contemplation, trees, bokeh, shallow depth of field, person, lifestyle, everyday life, france, orange, green"
34500326,https://www.pexels.com/photo/34500326/,Stone arch bridge with lampposts and flower boxes in Cognac,"stone bridge, arch bridge, arches, lampposts, flower boxes, railing, corbels, masonry, cognac, charente, france, architecture, heritage, low angle view, perspective, sepia, muted tones, vertical, beige, travel"
34500324,https://www.pexels.com/photo/34500324/,Black and white covered courtyard café with a vintage three-wheeler,"covered courtyard, café, restaurant, tables and chairs, three-wheeler, vintage van, street lamp, skylights, wooden beams, facades, statue, fountain, interior, decor, france, black and white, monochrome, vintage, architecture, grey"
34500323,https://www.pexels.com/photo/34500323/,Black and white riverside promenade along the Charente in Cognac,"riverside promenade, charente river, quay, river, stone wall, walkers, boat, trees, chimney, bridge, reflection, cognac, charente, france, town, walk, black and white, monochrome, grey, travel"
34342123,https://www.pexels.com/photo/34342123/,Dreamy autumn tree canopy seen through blurred foreground leaves,"tree canopy, autumn leaves, foliage, branches, blurred foreground, soft focus, dreamy, bokeh, forest, trees, backlight, sunlight, autumn, season, nature, green, yellow, brown, natural background, background"
33035632,https://www.pexels.com/photo/33035632/,Eiffel Tower framed by green trees in Paris,"eiffel tower, iron tower, wrought iron, landmark, monument, trees, natural frame, street lamp, low angle view, overcast sky, paris, france, europe, architecture, heritage, travel, tourism, vertical, green, grey"
31285712,https://www.pexels.com/photo/31285712/,Slice of homemade bacon pizza on an olive wood board,"pizza slice, homemade pizza, bacon, cheese, white pizza, olive wood board, cutting board, knife, wooden table, plate, pizza, food, meal, homemade, rustic, family meal, close-up, food photography, wood, brown"
